recordid,start,fwcode,respid,member,section,errtype,varname,errordesc
1276,21dec2025 09:11:27,SC,WGA000012003029,Member 1 DB,Section C – KAP,Missing,c6_3,Missing C6 response (c6_3) when interview was conducted (a1_1 = 1)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section C – KAP,Missing,c6_3,Missing C6 response (c6_3) when interview was conducted (a1_1 = 1)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
1223,16dec2025 11:33:13,AJ,WED000049006502,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
1236,02dec2025 12:46:26,AJ,UNK,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
1269,02dec2025 17:10:46,AJ,NAC000056001018,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
1276,21dec2025 09:11:27,SC,WGA000012003029,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section C – KAP,Missing,c6_2,Missing C6 response (c6_2) when interview was conducted (a1_1 = 1)
34,11dec2025 08:42:36,AJ,HHcode -- CAM0000200,Member 2 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
1236,02dec2025 12:46:26,AJ,UNK,Member 1 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
1269,02dec2025 17:10:46,AJ,NAC000056001018,Member 1 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
1276,21dec2025 09:11:27,SC,WGA000012003029,Member 1 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
1333,13jan2026 16:34:37,ZC,HHcode -- CAL0000740,Member 1 DB,Section C – KAP,Missing,c6_1,Missing C6 response (c6_1) when interview was conducted (a1_1 = 1)
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_7,Incomplete required Section B item b_7 (water/toilet/fuel/floor) for an eligible respondent.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_6,Incomplete required Section B item b_6 (water/toilet/fuel/floor) for an eligible respondent.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_5,Incomplete required Section B item b_5 (water/toilet/fuel/floor) for an eligible respondent.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_4,Incomplete required Section B item b_4 (water/toilet/fuel/floor) for an eligible respondent.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_3,Incomplete required item b_3 (yes/no) for eligible respondent in Section B.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_2,Incomplete required item b_2 (yes/no) for eligible respondent in Section B.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_1_4,Incomplete required Section B asset item b_1_4 for an eligible respondent (must be coded 0 = No or 1 = Yes).
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_1_3,Incomplete required Section B asset item b_1_3 for an eligible respondent (must be coded 0 = No or 1 = Yes).
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_1_2,Incomplete required Section B asset item b_1_2 for an eligible respondent (must be coded 0 = No or 1 = Yes).
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section B – Asset based equity tool,Incomplete,b_1_1,Incomplete required Section B asset item b_1_1 for an eligible respondent (must be coded 0 = No or 1 = Yes).
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
638,25nov2025 08:16:07,AW,SAG000006002006,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section B – Asset based equity tool,Skip / To Erase,SectionB_any,Section B items completed although respondent is NOT eligible for Section B (check a1_3 / respid* logic – these fields should be blank).
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
638,25nov2025 08:16:07,AW,SAG000006002006,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_other,Answered Section A2 item: a2_2_other. Other (a2_2_other) although respondent is not eligible for A2.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_2_other,Incomplete Section A2 item: a2_2_other. Other (a2_2_other) for respondent eligible for A2.
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
638,25nov2025 08:16:07,AW,SAG000006002006,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_4,Answered Section A2 item: a2_2_4. Air conditioning (a2_2_4) although respondent is not eligible for A2.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_2_4,Incomplete Section A2 item: a2_2_4. Air conditioning (a2_2_4) for respondent eligible for A2.
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
638,25nov2025 08:16:07,AW,SAG000006002006,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_3,"Answered Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) although respondent is not eligible for A2."
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_2_3,"Incomplete Section A2 item: a2_2_3. Powered fans (electric, solar, or battery-operated) (a2_2_3) for respondent eligible for A2."
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
1002,25nov2025 08:07:22,AR,SHE000059003007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
1004,02dec2025 16:33:37,AR,SHC000011001010,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
1153,02dec2025 14:50:57,AF,WBE000008001901,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_2,Answered Section A2 item: a2_2_2. White paint on the roof (a2_2_2) although respondent is not eligible for A2.
292,02dec2025 12:13:40,AM,EFD000016001003,Member 2 DB,Section A2 – Built environment,Incomplete,a2_2_2,Incomplete Section A2 item: a2_2_2. White paint on the roof (a2_2_2) for respondent eligible for A2.
82,28nov2025 17:10:09,AM,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
314,26nov2025 11:30:09,AM,EFG000028001014,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
496,15dec2025 15:38:16,KP,NDD000056001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
502,08dec2025 10:48:18,BB,NEB000021001005,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
508,08dec2025 11:36:21,BB,NEC000022002006,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
616,02dec2025 14:31:17,AW,SCA000033001005,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
617,03dec2025 08:41:22,AW,SAB000040001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
620,01dec2025 18:42:54,AW,SAC000042001007,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
630,02dec2025 12:46:26,AW,SAE000037001011,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
638,25nov2025 08:16:07,AW,SAG000006002006,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
755,10dec2025 12:17:05,AW,SCB000025001007,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
777,06dec2025 17:35:24,CJ,UNK,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
787,06dec2025 11:24:02,CJ,SDD000002001002,Member 1 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
941,03dec2025 13:45:01,AW,SGM000023001012,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
942,01dec2025 11:30:22,AW,SGM000025001002,Member 2 DB,Section A2 – Built environment,Skip / To Erase,a2_2_1,"Answered Section A2 item: a2_2_1. Green roof (straw, typha, etc.) (a2_2_1) although respondent is not eligible for A2."
